access,w_eff,n_vis,eps_idle,eps_coll,c_idle,c_coll,T,tau_cv,x_sd
rts,105,50,0.23615,8.0,1.26637,2980.95799,0.62648,1.48631,0.45507
rts,105,50,0.33876,0.02,1.40321,1.0202,0.62814,0.00113,0.00112
rts,105,50,0.33876,0.03448,1.40321,1.03508,0.62668,0.00195,0.00192
rts,105,50,0.33876,0.05945,1.40321,1.06125,0.62722,0.00344,0.00336
rts,105,50,0.33876,0.10249,1.40321,1.10793,0.62619,0.00592,0.00567
rts,105,50,0.33876,0.1767,1.40321,1.19327,0.62983,0.01025,0.00953
rts,105,50,0.33876,0.30464,1.40321,1.35613,0.63168,0.01936,0.01697
rts,105,50,0.33876,0.52521,1.40321,1.69082,0.63317,0.03707,0.02968
rts,105,50,0.33876,0.9055,1.40321,2.47316,0.63379,0.0941,0.06323
rts,105,50,0.33876,1.56112,1.40321,4.76417,0.62925,0.20548,0.10556
rts,105,50,0.33876,2.69146,1.40321,14.75322,0.63019,0.64495,0.23344
rts,105,50,0.33876,4.64023,1.40321,103.56769,0.62383,1.28398,0.37984
rts,105,50,0.33876,8.0,1.40321,2980.95799,0.62184,1.40421,0.43806
rts,105,50,0.48596,0.02,1.62573,1.0202,0.62244,0.00149,0.00148
rts,105,50,0.48596,0.03448,1.62573,1.03508,0.62343,0.00249,0.00246
rts,105,50,0.48596,0.05945,1.62573,1.06125,0.62311,0.0045,0.00439
rts,105,50,0.48596,0.10249,1.62573,1.10793,0.61392,0.00818,0.00786
rts,105,50,0.48596,0.1767,1.62573,1.19327,0.62043,0.01479,0.0138
rts,105,50,0.48596,0.30464,1.62573,1.35613,0.6223,0.02325,0.02054
rts,105,50,0.48596,0.52521,1.62573,1.69082,0.62824,0.04599,0.03681
rts,105,50,0.48596,0.9055,1.62573,2.47316,0.63365,0.09743,0.0655
rts,105,50,0.48596,1.56112,1.62573,4.76417,0.61773,0.28424,0.14548
rts,105,50,0.48596,2.69146,1.62573,14.75322,0.62332,0.66065,0.24784
rts,105,50,0.48596,4.64023,1.62573,103.56769,0.62756,1.37199,0.42098
rts,105,50,0.48596,8.0,1.62573,2980.95799,0.62614,1.4142,0.48421
rts,105,50,0.69711,0.02,2.00793,1.0202,0.59917,0.00217,0.00215
rts,105,50,0.69711,0.03448,2.00793,1.03508,0.59033,0.00404,0.004
rts,105,50,0.69711,0.05945,2.00793,1.06125,0.59305,0.00688,0.00673
rts,105,50,0.69711,0.10249,2.00793,1.10793,0.60362,0.01052,0.01015
rts,105,50,0.69711,0.1767,2.00793,1.19327,0.60425,0.01845,0.01728
rts,105,50,0.69711,0.30464,2.00793,1.35613,0.60616,0.03572,0.03153
rts,105,50,0.69711,0.52521,2.00793,1.69082,0.60879,0.0674,0.05465
rts,105,50,0.69711,0.9055,2.00793,2.47316,0.61403,0.11934,0.08033
rts,105,50,0.69711,1.56112,2.00793,4.76417,0.62779,0.26576,0.1418
rts,105,50,0.69711,2.69146,2.00793,14.75322,0.62425,0.72971,0.26894
rts,105,50,0.69711,4.64023,2.00793,103.56769,0.61383,1.35333,0.44633
rts,105,50,0.69711,8.0,2.00793,2980.95799,0.60884,1.35972,0.49758
rts,105,50,1.0,0.02,2.71828,1.0202,0.56362,0.00292,0.00289
rts,105,50,1.0,0.03448,2.71828,1.03508,0.56667,0.00502,0.00495
rts,105,50,1.0,0.05945,2.71828,1.06125,0.56378,0.00864,0.00845
rts,105,50,1.0,0.10249,2.71828,1.10793,0.55937,0.01528,0.01471
rts,105,50,1.0,0.1767,2.71828,1.19327,0.56344,0.02697,0.02523
rts,105,50,1.0,0.30464,2.71828,1.35613,0.57468,0.04992,0.04439
rts,105,50,1.0,0.52521,2.71828,1.69082,0.58437,0.07931,0.06412
rts,105,50,1.0,0.9055,2.71828,2.47316,0.58148,0.1775,0.12283
rts,105,50,1.0,1.56112,2.71828,4.76417,0.59416,0.39037,0.2044
rts,105,50,1.0,2.69146,2.71828,14.75322,0.59767,0.85018,0.33574
rts,105,50,1.0,4.64023,2.71828,103.56769,0.6061,1.30294,0.44993
rts,105,50,1.0,8.0,2.71828,2980.95799,0.60684,1.36944,0.54032
rts,210,5,0.08,0.02,1.08329,1.0202,0.6326,0.00022,0.00022
rts,210,5,0.08,0.03448,1.08329,1.03508,0.63237,0.00038,0.00038
rts,210,5,0.08,0.05945,1.08329,1.06125,0.63287,0.00065,0.00065
rts,210,5,0.08,0.10249,1.08329,1.10793,0.63207,0.00119,0.00118
rts,210,5,0.08,0.1767,1.08329,1.19327,0.63271,0.00208,0.00206
rts,210,5,0.08,0.30464,1.08329,1.35613,0.63255,0.00353,0.00346
rts,210,5,0.08,0.52521,1.08329,1.69082,0.63185,0.00697,0.00679
rts,210,5,0.08,0.9055,1.08329,2.47316,0.63257,0.01219,0.01194
rts,210,5,0.08,1.56112,1.08329,4.76417,0.63102,0.02238,0.02363
rts,210,5,0.08,2.69146,1.08329,14.75322,0.63145,0.03438,0.04467
rts,210,5,0.08,4.64023,1.08329,103.56769,0.63137,0.03707,0.07133
rts,210,5,0.08,8.0,1.08329,2980.95799,0.63068,0.03717,0.08664
rts,210,5,0.11476,0.02,1.1216,1.0202,0.65629,0.00033,0.00033
rts,210,5,0.11476,0.03448,1.1216,1.03508,0.65594,0.00054,0.00054
rts,210,5,0.11476,0.05945,1.1216,1.06125,0.65666,0.00095,0.00095
rts,210,5,0.11476,0.10249,1.1216,1.10793,0.65578,0.00179,0.00179
rts,210,5,0.11476,0.1767,1.1216,1.19327,0.6559,0.00312,0.0031
rts,210,5,0.11476,0.30464,1.1216,1.35613,0.65343,0.00553,0.00548
rts,210,5,0.11476,0.52521,1.1216,1.69082,0.6529,0.00926,0.00914
rts,210,5,0.11476,0.9055,1.1216,2.47316,0.65411,0.01733,0.01727
rts,210,5,0.11476,1.56112,1.1216,4.76417,0.65078,0.03053,0.03306
rts,210,5,0.11476,2.69146,1.1216,14.75322,0.65462,0.04528,0.06034
rts,210,5,0.11476,4.64023,1.1216,103.56769,0.65321,0.05184,0.10338
rts,210,5,0.11476,8.0,1.1216,2980.95799,0.65263,0.05297,0.13427
rts,210,5,0.16462,0.02,1.17895,1.0202,0.66975,0.00041,0.00041
rts,210,5,0.16462,0.03448,1.17895,1.03508,0.6704,0.00072,0.00071
rts,210,5,0.16462,0.05945,1.17895,1.06125,0.6699,0.00131,0.00131
rts,210,5,0.16462,0.10249,1.17895,1.10793,0.66948,0.00233,0.00232
rts,210,5,0.16462,0.1767,1.17895,1.19327,0.66945,0.0041,0.00408
rts,210,5,0.16462,0.30464,1.17895,1.35613,0.67011,0.00789,0.00781
rts,210,5,0.16462,0.52521,1.17895,1.69082,0.67219,0.01281,0.01267
rts,210,5,0.16462,0.9055,1.17895,2.47316,0.67169,0.0248,0.02511
rts,210,5,0.16462,1.56112,1.17895,4.76417,0.67345,0.0366,0.03989
rts,210,5,0.16462,2.69146,1.17895,14.75322,0.66972,0.05235,0.07018
rts,210,5,0.16462,4.64023,1.17895,103.56769,0.66841,0.06066,0.11948
rts,210,5,0.16462,8.0,1.17895,2980.95799,0.66841,0.06178,0.16289
rts,210,5,0.23615,0.02,1.26637,1.0202,0.68401,0.00053,0.00053
rts,210,5,0.23615,0.03448,1.26637,1.03508,0.68398,0.0009,0.0009
rts,210,5,0.23615,0.05945,1.26637,1.06125,0.68561,0.00157,0.00156
rts,210,5,0.23615,0.10249,1.26637,1.10793,0.68767,0.00278,0.00276
rts,210,5,0.23615,0.1767,1.26637,1.19327,0.68479,0.00521,0.00517
rts,210,5,0.23615,0.30464,1.26637,1.35613,0.6844,0.00946,0.00934
rts,210,5,0.23615,0.52521,1.26637,1.69082,0.68216,0.01796,0.0177
rts,210,5,0.23615,0.9055,1.26637,2.47316,0.68079,0.03305,0.03335
rts,210,5,0.23615,1.56112,1.26637,4.76417,0.67827,0.05632,0.06161
rts,210,5,0.23615,2.69146,1.26637,14.75322,0.67883,0.08198,0.11358
rts,210,5,0.23615,4.64023,1.26637,103.56769,0.6797,0.0963,0.19311
rts,210,5,0.23615,8.0,1.26637,2980.95799,0.67931,0.09916,0.2673
rts,210,5,0.33876,0.02,1.40321,1.0202,0.68149,0.00102,0.00102
rts,210,5,0.33876,0.03448,1.40321,1.03508,0.68402,0.00169,0.00169
rts,210,5,0.33876,0.05945,1.40321,1.06125,0.68267,0.00307,0.00306
rts,210,5,0.33876,0.10249,1.40321,1.10793,0.67716,0.00569,0.00569
rts,210,5,0.33876,0.1767,1.40321,1.19327,0.68292,0.00932,0.0093
rts,210,5,0.33876,0.30464,1.40321,1.35613,0.67694,0.01549,0.0154
rts,210,5,0.33876,0.52521,1.40321,1.69082,0.68004,0.02737,0.0271
rts,210,5,0.33876,0.9055,1.40321,2.47316,0.68133,0.05022,0.05212
rts,210,5,0.33876,1.56112,1.40321,4.76417,0.67999,0.0837,0.09936
rts,210,5,0.33876,2.69146,1.40321,14.75322,0.68398,0.10568,0.15232
rts,210,5,0.33876,4.64023,1.40321,103.56769,0.68448,0.11737,0.24627
rts,210,5,0.33876,8.0,1.40321,2980.95799,0.68478,0.11844,0.3397
rts,210,5,0.48596,0.02,1.62573,1.0202,0.66403,0.00179,0.00179
rts,210,5,0.48596,0.03448,1.62573,1.03508,0.66384,0.00312,0.00312
rts,210,5,0.48596,0.05945,1.62573,1.06125,0.66736,0.00512,0.00512
rts,210,5,0.48596,0.10249,1.62573,1.10793,0.66902,0.00827,0.00827
rts,210,5,0.48596,0.1767,1.62573,1.19327,0.67307,0.01445,0.01447
rts,210,5,0.48596,0.30464,1.62573,1.35613,0.67446,0.02652,0.02689
rts,210,5,0.48596,0.52521,1.62573,1.69082,0.67702,0.04575,0.04691
rts,210,5,0.48596,0.9055,1.62573,2.47316,0.68433,0.07258,0.07928
rts,210,5,0.48596,1.56112,1.62573,4.76417,0.67689,0.11833,0.1571
rts,210,5,0.48596,2.69146,1.62573,14.75322,0.67349,0.16498,0.28875
rts,210,5,0.48596,4.64023,1.62573,103.56769,0.67595,0.16952,0.41176
rts,210,5,0.48596,8.0,1.62573,2980.95799,0.67475,0.17619,0.57345
rts,210,5,0.69711,0.02,2.00793,1.0202,0.62772,0.00316,0.00316
rts,210,5,0.69711,0.03448,2.00793,1.03508,0.62551,0.00557,0.00558
rts,210,5,0.69711,0.05945,2.00793,1.06125,0.63146,0.00932,0.00934
rts,210,5,0.69711,0.10249,2.00793,1.10793,0.6337,0.01542,0.01552
rts,210,5,0.69711,0.1767,2.00793,1.19327,0.64009,0.02555,0.02592
rts,210,5,0.69711,0.30464,2.00793,1.35613,0.64707,0.04266,0.04403
rts,210,5,0.69711,0.52521,2.00793,1.69082,0.64263,0.07975,0.08546
rts,210,5,0.69711,0.9055,2.00793,2.47316,0.6553,0.11907,0.15019
rts,210,5,0.69711,1.56112,2.00793,4.76417,0.64732,0.17531,0.26379
rts,210,5,0.69711,2.69146,2.00793,14.75322,0.65418,0.21036,0.42788
rts,210,5,0.69711,4.64023,2.00793,103.56769,0.65632,0.22663,0.61358
rts,210,5,0.69711,8.0,2.00793,2980.95799,0.6544,0.22627,0.79124
rts,210,5,1.0,0.02,2.71828,1.0202,0.57153,0.0051,0.0051
rts,210,5,1.0,0.03448,2.71828,1.03508,0.5806,0.00861,0.00863
rts,210,5,1.0,0.05945,2.71828,1.06125,0.57863,0.01553,0.01559
rts,210,5,1.0,0.10249,2.71828,1.10793,0.5817,0.0275,0.02778
rts,210,5,1.0,0.1767,2.71828,1.19327,0.5989,0.04104,0.04176
rts,210,5,1.0,0.30464,2.71828,1.35613,0.59089,0.07562,0.07972
rts,210,5,1.0,0.52521,2.71828,1.69082,0.61467,0.11021,0.12769
rts,210,5,1.0,0.9055,2.71828,2.47316,0.62294,0.16926,0.24476
rts,210,5,1.0,1.56112,2.71828,4.76417,0.62346,0.22535,0.39498
rts,210,5,1.0,2.69146,2.71828,14.75322,0.62257,0.28326,0.64931
rts,210,5,1.0,4.64023,2.71828,103.56769,0.62378,0.29832,0.89757
rts,210,5,1.0,8.0,2.71828,2980.95799,0.62705,0.29949,1.10716
rts,210,10,0.08,0.02,1.08329,1.0202,0.66566,0.00031,0.00031
rts,210,10,0.08,0.03448,1.08329,1.03508,0.66534,0.00055,0.00055
rts,210,10,0.08,0.05945,1.08329,1.06125,0.66361,0.00093,0.00091
rts,210,10,0.08,0.10249,1.08329,1.10793,0.66466,0.00155,0.00151
rts,210,10,0.08,0.1767,1.08329,1.19327,0.66423,0.00282,0.00269
rts,210,10,0.08,0.30464,1.08329,1.35613,0.66478,0.00575,0.00535
rts,210,10,0.08,0.52521,1.08329,1.69082,0.6659,0.01088,0.00963
rts,210,10,0.08,0.9055,1.08329,2.47316,0.6645,0.02263,0.01862
rts,210,10,0.08,1.56112,1.08329,4.76417,0.65762,0.04782,0.0375
rts,210,10,0.08,2.69146,1.08329,14.75322,0.65933,0.08164,0.06778
rts,210,10,0.08,4.64023,1.08329,103.56769,0.66141,0.11926,0.12692
rts,210,10,0.08,8.0,1.08329,2980.95799,0.66141,0.12124,0.14342
rts,210,10,0.11476,0.02,1.1216,1.0202,0.67978,0.0004,0.0004
rts,210,10,0.11476,0.03448,1.1216,1.03508,0.6803,0.00071,0.0007
rts,210,10,0.11476,0.05945,1.1216,1.06125,0.67975,0.00121,0.00119
rts,210,10,0.11476,0.10249,1.1216,1.10793,0.67844,0.00233,0.00227
rts,210,10,0.11476,0.1767,1.1216,1.19327,0.67578,0.00461,0.00442
rts,210,10,0.11476,0.30464,1.1216,1.35613,0.67399,0.00842,0.00785
rts,210,10,0.11476,0.52521,1.1216,1.69082,0.67371,0.01452,0.01297
rts,210,10,0.11476,0.9055,1.1216,2.47316,0.67506,0.03472,0.02907
rts,210,10,0.11476,1.56112,1.1216,4.76417,0.67363,0.06997,0.05353
rts,210,10,0.11476,2.69146,1.1216,14.75322,0.67746,0.11306,0.08883
rts,210,10,0.11476,4.64023,1.1216,103.56769,0.67806,0.15626,0.16387
rts,210,10,0.11476,8.0,1.1216,2980.95799,0.67763,0.167,0.2049
rts,210,10,0.16462,0.02,1.17895,1.0202,0.69042,0.00053,0.00053
rts,210,10,0.16462,0.03448,1.17895,1.03508,0.68976,0.0009,0.0009
rts,210,10,0.16462,0.05945,1.17895,1.06125,0.69,0.00158,0.00156
rts,210,10,0.16462,0.10249,1.17895,1.10793,0.68779,0.00288,0.00281
rts,210,10,0.16462,0.1767,1.17895,1.19327,0.69287,0.00474,0.00455
rts,210,10,0.16462,0.30464,1.17895,1.35613,0.69404,0.00869,0.0081
rts,210,10,0.16462,0.52521,1.17895,1.69082,0.69022,0.01794,0.01588
rts,210,10,0.16462,0.9055,1.17895,2.47316,0.69187,0.03454,0.02876
rts,210,10,0.16462,1.56112,1.17895,4.76417,0.68742,0.07539,0.05933
rts,210,10,0.16462,2.69146,1.17895,14.75322,0.68814,0.14647,0.1192
rts,210,10,0.16462,4.64023,1.17895,103.56769,0.68807,0.17926,0.19339
rts,210,10,0.16462,8.0,1.17895,2980.95799,0.69056,0.19159,0.25331
rts,210,10,0.23615,0.02,1.26637,1.0202,0.68914,0.00087,0.00087
rts,210,10,0.23615,0.03448,1.26637,1.03508,0.68946,0.00143,0.00142
rts,210,10,0.23615,0.05945,1.26637,1.06125,0.68889,0.00248,0.00245
rts,210,10,0.23615,0.10249,1.26637,1.10793,0.68945,0.00444,0.00434
rts,210,10,0.23615,0.1767,1.26637,1.19327,0.69537,0.00786,0.00754
rts,210,10,0.23615,0.30464,1.26637,1.35613,0.69533,0.01366,0.01282
rts,210,10,0.23615,0.52521,1.26637,1.69082,0.69399,0.02564,0.02287
rts,210,10,0.23615,0.9055,1.26637,2.47316,0.6901,0.05189,0.04369
rts,210,10,0.23615,1.56112,1.26637,4.76417,0.69444,0.1057,0.08297
rts,210,10,0.23615,2.69146,1.26637,14.75322,0.69626,0.16901,0.13886
rts,210,10,0.23615,4.64023,1.26637,103.56769,0.69393,0.22531,0.25033
rts,210,10,0.23615,8.0,1.26637,2980.95799,0.69354,0.23634,0.33474
rts,210,10,0.33876,0.02,1.40321,1.0202,0.69531,0.00113,0.00113
rts,210,10,0.33876,0.03448,1.40321,1.03508,0.69196,0.00197,0.00195
rts,210,10,0.33876,0.05945,1.40321,1.06125,0.6918,0.00366,0.00362
rts,210,10,0.33876,0.10249,1.40321,1.10793,0.69691,0.00613,0.006
rts,210,10,0.33876,0.1767,1.40321,1.19327,0.69802,0.01029,0.00989
rts,210,10,0.33876,0.30464,1.40321,1.35613,0.69894,0.01976,0.0186
rts,210,10,0.33876,0.52521,1.40321,1.69082,0.69723,0.03749,0.03351
rts,210,10,0.33876,0.9055,1.40321,2.47316,0.70002,0.07465,0.06222
rts,210,10,0.33876,1.56112,1.40321,4.76417,0.69784,0.13149,0.10596
rts,210,10,0.33876,2.69146,1.40321,14.75322,0.69959,0.22205,0.19535
rts,210,10,0.33876,4.64023,1.40321,103.56769,0.69506,0.26919,0.32215
rts,210,10,0.33876,8.0,1.40321,2980.95799,0.69298,0.28435,0.43976
rts,210,10,0.48596,0.02,1.62573,1.0202,0.66652,0.00233,0.00232
rts,210,10,0.48596,0.03448,1.62573,1.03508,0.66964,0.00389,0.00386
rts,210,10,0.48596,0.05945,1.62573,1.06125,0.67596,0.00589,0.00582
rts,210,10,0.48596,0.10249,1.62573,1.10793,0.67737,0.01057,0.01037
rts,210,10,0.48596,0.1767,1.62573,1.19327,0.67883,0.01839,0.0178
rts,210,10,0.48596,0.30464,1.62573,1.35613,0.67928,0.03471,0.03234
rts,210,10,0.48596,0.52521,1.62573,1.69082,0.69232,0.05383,0.04792
rts,210,10,0.48596,0.9055,1.62573,2.47316,0.68963,0.09569,0.08139
rts,210,10,0.48596,1.56112,1.62573,4.76417,0.69025,0.18521,0.15622
rts,210,10,0.48596,2.69146,1.62573,14.75322,0.69214,0.27523,0.26292
rts,210,10,0.48596,4.64023,1.62573,103.56769,0.68449,0.3573,0.4688
rts,210,10,0.48596,8.0,1.62573,2980.95799,0.68356,0.36198,0.61274
rts,210,10,0.69711,0.02,2.00793,1.0202,0.63302,0.00372,0.00371
rts,210,10,0.69711,0.03448,2.00793,1.03508,0.63482,0.00612,0.00609
rts,210,10,0.69711,0.05945,2.00793,1.06125,0.63792,0.01092,0.01082
rts,210,10,0.69711,0.10249,2.00793,1.10793,0.64371,0.01843,0.01813
rts,210,10,0.69711,0.1767,2.00793,1.19327,0.64882,0.03102,0.03016
rts,210,10,0.69711,0.30464,2.00793,1.35613,0.6572,0.05281,0.04943
rts,210,10,0.69711,0.52521,2.00793,1.69082,0.66713,0.08427,0.07682
rts,210,10,0.69711,0.9055,2.00793,2.47316,0.66189,0.15327,0.1387
rts,210,10,0.69711,1.56112,2.00793,4.76417,0.66673,0.24457,0.23964
rts,210,10,0.69711,2.69146,2.00793,14.75322,0.6654,0.36931,0.41636
rts,210,10,0.69711,4.64023,2.00793,103.56769,0.65778,0.45973,0.6767
rts,210,10,0.69711,8.0,2.00793,2980.95799,0.65723,0.48002,0.88052
rts,210,10,1.0,0.02,2.71828,1.0202,0.57252,0.0062,0.00619
rts,210,10,1.0,0.03448,2.71828,1.03508,0.57315,0.01082,0.01078
rts,210,10,1.0,0.05945,2.71828,1.06125,0.57098,0.01913,0.01902
rts,210,10,1.0,0.10249,2.71828,1.10793,0.57461,0.03199,0.03168
rts,210,10,1.0,0.1767,2.71828,1.19327,0.58784,0.05458,0.05368
rts,210,10,1.0,0.30464,2.71828,1.35613,0.59582,0.09009,0.08579
rts,210,10,1.0,0.52521,2.71828,1.69082,0.61225,0.16274,0.1522
rts,210,10,1.0,0.9055,2.71828,2.47316,0.63214,0.24129,0.23858
rts,210,10,1.0,1.56112,2.71828,4.76417,0.62542,0.36445,0.40494
rts,210,10,1.0,2.69146,2.71828,14.75322,0.63694,0.47893,0.64372
rts,210,10,1.0,4.64023,2.71828,103.56769,0.62764,0.55767,0.93514
rts,210,10,1.0,8.0,2.71828,2980.95799,0.62591,0.56525,1.16628
rts,210,20,0.08,0.02,1.08329,1.0202,0.69033,0.00043,0.00043
rts,210,20,0.08,0.03448,1.08329,1.03508,0.69017,0.00082,0.00081
rts,210,20,0.08,0.05945,1.08329,1.06125,0.6908,0.00138,0.00135
rts,210,20,0.08,0.10249,1.08329,1.10793,0.69006,0.00252,0.00243
rts,210,20,0.08,0.1767,1.08329,1.19327,0.68752,0.00461,0.00431
rts,210,20,0.08,0.30464,1.08329,1.35613,0.68859,0.00817,0.00732
rts,210,20,0.08,0.52521,1.08329,1.69082,0.68798,0.01634,0.01349
rts,210,20,0.08,0.9055,1.08329,2.47316,0.68639,0.03632,0.0266
rts,210,20,0.08,1.56112,1.08329,4.76417,0.68196,0.09695,0.05896
rts,210,20,0.08,2.69146,1.08329,14.75322,0.67815,0.23099,0.11679
rts,210,20,0.08,4.64023,1.08329,103.56769,0.68135,0.40773,0.21793
rts,210,20,0.08,8.0,1.08329,2980.95799,0.67939,0.42005,0.23419
rts,210,20,0.11476,0.02,1.1216,1.0202,0.69694,0.0005,0.0005
rts,210,20,0.11476,0.03448,1.1216,1.03508,0.69813,0.00089,0.00088
rts,210,20,0.11476,0.05945,1.1216,1.06125,0.69978,0.00161,0.00158
rts,210,20,0.11476,0.10249,1.1216,1.10793,0.70037,0.00284,0.00275
rts,210,20,0.11476,0.1767,1.1216,1.19327,0.69779,0.00505,0.00476
rts,210,20,0.11476,0.30464,1.1216,1.35613,0.69441,0.00998,0.00902
rts,210,20,0.11476,0.52521,1.1216,1.69082,0.691,0.02247,0.01869
rts,210,20,0.11476,0.9055,1.1216,2.47316,0.69243,0.04569,0.03313
rts,210,20,0.11476,1.56112,1.1216,4.76417,0.69479,0.10251,0.05969
rts,210,20,0.11476,2.69146,1.1216,14.75322,0.68576,0.28057,0.14301
rts,210,20,0.11476,4.64023,1.1216,103.56769,0.69041,0.48095,0.26617
rts,210,20,0.11476,8.0,1.1216,2980.95799,0.68756,0.49233,0.29427
rts,210,20,0.16462,0.02,1.17895,1.0202,0.70298,0.00065,0.00064
rts,210,20,0.16462,0.03448,1.17895,1.03508,0.70516,0.00105,0.00104
rts,210,20,0.16462,0.05945,1.17895,1.06125,0.70672,0.00178,0.00174
rts,210,20,0.16462,0.10249,1.17895,1.10793,0.70291,0.00338,0.00325
rts,210,20,0.16462,0.1767,1.17895,1.19327,0.7061,0.00626,0.00588
rts,210,20,0.16462,0.30464,1.17895,1.35613,0.70533,0.01186,0.01065
rts,210,20,0.16462,0.52521,1.17895,1.69082,0.70251,0.02376,0.01982
rts,210,20,0.16462,0.9055,1.17895,2.47316,0.70223,0.04483,0.03286
rts,210,20,0.16462,1.56112,1.17895,4.76417,0.69367,0.14345,0.08919
rts,210,20,0.16462,2.69146,1.17895,14.75322,0.6956,0.28387,0.15004
rts,210,20,0.16462,4.64023,1.17895,103.56769,0.69237,0.48643,0.2921
rts,210,20,0.16462,8.0,1.17895,2980.95799,0.69161,0.52346,0.34139
rts,210,20,0.23615,0.02,1.26637,1.0202,0.70313,0.00091,0.0009
rts,210,20,0.23615,0.03448,1.26637,1.03508,0.70353,0.00157,0.00155
rts,210,20,0.23615,0.05945,1.26637,1.06125,0.70452,0.00272,0.00267
rts,210,20,0.23615,0.10249,1.26637,1.10793,0.7083,0.00497,0.0048
rts,210,20,0.23615,0.1767,1.26637,1.19327,0.70832,0.00859,0.00808
rts,210,20,0.23615,0.30464,1.26637,1.35613,0.70809,0.01554,0.01398
rts,210,20,0.23615,0.52521,1.26637,1.69082,0.70867,0.02941,0.02456
rts,210,20,0.23615,0.9055,1.26637,2.47316,0.70725,0.06368,0.04641
rts,210,20,0.23615,1.56112,1.26637,4.76417,0.7061,0.14621,0.08861
rts,210,20,0.23615,2.69146,1.26637,14.75322,0.7067,0.36019,0.193
rts,210,20,0.23615,4.64023,1.26637,103.56769,0.6997,0.53305,0.32481
rts,210,20,0.23615,8.0,1.26637,2980.95799,0.70346,0.55359,0.40197
rts,210,20,0.33876,0.02,1.40321,1.0202,0.69135,0.00145,0.00144
rts,210,20,0.33876,0.03448,1.40321,1.03508,0.6936,0.00245,0.00243
rts,210,20,0.33876,0.05945,1.40321,1.06125,0.69629,0.00421,0.00413
rts,210,20,0.33876,0.10249,1.40321,1.10793,0.70312,0.00669,0.00648
rts,210,20,0.33876,0.1767,1.40321,1.19327,0.69801,0.01202,0.01129
rts,210,20,0.33876,0.30464,1.40321,1.35613,0.70652,0.01929,0.01736
rts,210,20,0.33876,0.52521,1.40321,1.69082,0.7109,0.03916,0.0326
rts,210,20,0.33876,0.9055,1.40321,2.47316,0.71012,0.07923,0.05777
rts,210,20,0.33876,1.56112,1.40321,4.76417,0.70518,0.1856,0.1149
rts,210,20,0.33876,2.69146,1.40321,14.75322,0.69987,0.40507,0.22715
rts,210,20,0.33876,4.64023,1.40321,103.56769,0.69925,0.62184,0.39884
rts,210,20,0.33876,8.0,1.40321,2980.95799,0.69737,0.65667,0.51048
rts,210,20,0.48596,0.02,1.62573,1.0202,0.67109,0.00229,0.00228
rts,210,20,0.48596,0.03448,1.62573,1.03508,0.66906,0.00396,0.00392
rts,210,20,0.48596,0.05945,1.62573,1.06125,0.67356,0.00703,0.0069
rts,210,20,0.48596,0.10249,1.62573,1.10793,0.6789,0.01147,0.01109
rts,210,20,0.48596,0.1767,1.62573,1.19327,0.686,0.01855,0.01751
rts,210,20,0.48596,0.30464,1.62573,1.35613,0.69018,0.03309,0.02952
rts,210,20,0.48596,0.52521,1.62573,1.69082,0.69161,0.05995,0.04913
rts,210,20,0.48596,0.9055,1.62573,2.47316,0.68917,0.11281,0.08164
rts,210,20,0.48596,1.56112,1.62573,4.76417,0.68766,0.26246,0.16308
rts,210,20,0.48596,2.69146,1.62573,14.75322,0.69603,0.44401,0.2665
rts,210,20,0.48596,4.64023,1.62573,103.56769,0.68935,0.71394,0.50511
rts,210,20,0.48596,8.0,1.62573,2980.95799,0.68644,0.74641,0.62678
rts,210,20,0.69711,0.02,2.00793,1.0202,0.62373,0.00407,0.00405
rts,210,20,0.69711,0.03448,2.00793,1.03508,0.63033,0.00657,0.00651
rts,210,20,0.69711,0.05945,2.00793,1.06125,0.62653,0.01171,0.01152
rts,210,20,0.69711,0.10249,2.00793,1.10793,0.63381,0.01937,0.01877
rts,210,20,0.69711,0.1767,2.00793,1.19327,0.649,0.02906,0.02751
rts,210,20,0.69711,0.30464,2.00793,1.35613,0.65837,0.04984,0.0446
rts,210,20,0.69711,0.52521,2.00793,1.69082,0.66375,0.08948,0.07387
rts,210,20,0.69711,0.9055,2.00793,2.47316,0.66685,0.17879,0.1271
rts,210,20,0.69711,1.56112,2.00793,4.76417,0.67159,0.33969,0.22282
rts,210,20,0.69711,2.69146,2.00793,14.75322,0.66621,0.60123,0.40914
rts,210,20,0.69711,4.64023,2.00793,103.56769,0.65438,0.86343,0.69144
rts,210,20,0.69711,8.0,2.00793,2980.95799,0.65582,0.84004,0.87322
rts,210,20,1.0,0.02,2.71828,1.0202,0.57211,0.00625,0.00622
rts,210,20,1.0,0.03448,2.71828,1.03508,0.56829,0.01056,0.01047
rts,210,20,1.0,0.05945,2.71828,1.06125,0.58795,0.0168,0.01654
rts,210,20,1.0,0.10249,2.71828,1.10793,0.58943,0.02871,0.02791
rts,210,20,1.0,0.1767,2.71828,1.19327,0.59206,0.04999,0.04732
rts,210,20,1.0,0.30464,2.71828,1.35613,0.61449,0.08499,0.07577
rts,210,20,1.0,0.52521,2.71828,1.69082,0.62618,0.15371,0.12365
rts,210,20,1.0,0.9055,2.71828,2.47316,0.64756,0.24773,0.18186
rts,210,20,1.0,1.56112,2.71828,4.76417,0.64347,0.4491,0.30806
rts,210,20,1.0,2.69146,2.71828,14.75322,0.63671,0.70437,0.5783
